Date,Open,High,Low,Close,Adj Close,Volume
2021-10-11,142.270004,144.809998,141.809998,142.809998,142.420425,64452200
2021-10-12,143.229996,143.250000,141.039993,141.509995,141.123978,73035900
2021-10-13,141.240005,141.399994,139.199997,140.910004,140.525620,78762700
2021-10-14,142.110001,143.880005,141.509995,143.759995,143.367828,69907100
2021-10-15,143.770004,144.899994,143.509995,144.839996,144.444885,67940300
2021-10-18,143.449997,146.839996,143.160004,146.550003,146.150223,85589200
2021-10-19,147.009995,149.169998,146.550003,148.759995,148.354187,76378900
2021-10-20,148.699997,149.750000,148.119995,149.259995,148.852829,58418800
2021-10-21,148.809998,149.639999,147.869995,149.479996,149.072220,61421000
2021-10-22,149.690002,150.179993,148.639999,148.690002,148.284393,58883400
2021-10-25,148.679993,149.369995,147.619995,148.639999,148.234528,50720600
2021-10-26,149.330002,150.839996,149.009995,149.320007,148.912674,60893400
2021-10-27,149.360001,149.729996,148.490005,148.850006,148.443954,56094900
2021-10-28,149.820007,153.169998,149.720001,152.570007,152.153809,100077900
2021-10-29,147.220001,149.940002,146.410004,149.800003,149.391357,124953200
2021-11-01,148.990005,149.699997,147.800003,148.960007,148.553650,74588300
2021-11-02,148.660004,151.570007,148.649994,150.020004,149.610764,69122000
2021-11-03,150.389999,151.970001,149.820007,151.490005,151.076767,54511500
2021-11-04,151.580002,152.429993,150.639999,150.960007,150.548203,60394600
2021-11-05,151.889999,152.199997,150.059998,151.279999,151.087509,65463900
2021-11-08,151.410004,151.570007,150.160004,150.440002,150.248581,55020900
2021-11-09,150.199997,151.429993,150.059998,150.809998,150.618103,56787900
2021-11-10,150.020004,150.130005,147.850006,147.919998,147.731781,65187100
2021-11-11,148.960007,149.429993,147.679993,147.869995,147.681839,41000000
2021-11-12,148.429993,150.399994,147.479996,149.990005,149.799149,63804000
2021-11-15,150.369995,151.880005,149.429993,150.000000,149.809128,59222800
2021-11-16,149.940002,151.490005,149.339996,151.000000,150.807861,59256200
2021-11-17,151.000000,155.000000,150.990005,153.490005,153.294693,88807000
2021-11-18,153.710007,158.669998,153.050003,157.869995,157.669113,137827700
2021-11-19,157.649994,161.020004,156.529999,160.550003,160.345718,117305600
2021-11-22,161.679993,165.699997,161.000000,161.020004,160.815109,117467900
2021-11-23,161.119995,161.800003,159.059998,161.410004,161.204620,96041900
2021-11-24,160.750000,162.139999,159.639999,161.940002,161.733948,69463600
2021-11-26,159.570007,160.449997,156.360001,156.809998,156.610474,76959800
2021-11-29,159.369995,161.190002,158.789993,160.240005,160.036102,88748200
2021-11-30,159.990005,165.520004,159.919998,165.300003,165.089676,174048100
2021-12-01,167.479996,170.300003,164.529999,164.770004,164.560349,152052500
2021-12-02,158.740005,164.199997,157.800003,163.759995,163.551620,136739200
2021-12-03,164.020004,164.960007,159.720001,161.839996,161.634064,118023100
2021-12-06,164.289993,167.880005,164.279999,165.320007,165.109650,107497000
2021-12-07,169.080002,171.580002,168.339996,171.179993,170.962173,120405400
2021-12-08,172.130005,175.960007,170.699997,175.080002,174.857224,116998900
2021-12-09,174.910004,176.750000,173.919998,174.559998,174.337875,108923700
2021-12-10,175.210007,179.630005,174.690002,179.449997,179.221664,115402700
2021-12-13,181.119995,182.130005,175.529999,175.740005,175.516388,153237000
2021-12-14,175.250000,177.740005,172.210007,174.330002,174.108185,139380400
2021-12-15,175.110001,179.500000,172.309998,179.300003,179.071854,131063300
2021-12-16,179.279999,181.139999,170.750000,172.259995,172.040802,150185800
2021-12-17,169.929993,173.470001,169.690002,171.139999,170.922241,195432700
2021-12-20,168.279999,170.580002,167.460007,169.750000,169.533997,107499100
2021-12-21,171.559998,173.199997,169.119995,172.990005,172.769882,91185900
2021-12-22,173.039993,175.860001,172.149994,175.639999,175.416504,92135300
2021-12-23,175.850006,176.850006,175.270004,176.279999,176.055695,68356600
2021-12-27,177.089996,180.419998,177.070007,180.330002,180.100540,74919600
2021-12-28,180.160004,181.330002,178.529999,179.289993,179.061859,79144300
2021-12-29,179.330002,180.630005,178.139999,179.380005,179.151749,62348900
2021-12-30,179.470001,180.570007,178.089996,178.199997,177.973251,59773000
2021-12-31,178.089996,179.229996,177.259995,177.570007,177.344055,64062300
2022-01-03,177.830002,182.880005,177.710007,182.009995,181.778397,104487900
2022-01-04,182.630005,182.940002,179.119995,179.699997,179.471344,99310400
2022-01-05,179.610001,180.169998,174.639999,174.919998,174.697418,94537600
2022-01-06,172.699997,175.300003,171.639999,172.000000,171.781143,96904000
2022-01-07,172.889999,174.139999,171.029999,172.169998,171.950928,86709100
2022-01-10,169.080002,172.500000,168.169998,172.190002,171.970901,106765600
2022-01-11,172.320007,175.179993,170.820007,175.080002,174.857224,76138300
2022-01-12,176.119995,177.179993,174.820007,175.529999,175.306641,74805200
2022-01-13,175.779999,176.619995,171.789993,172.190002,171.970901,84505800
2022-01-14,171.339996,173.779999,171.089996,173.070007,172.849792,80440800
2022-01-18,171.509995,172.539993,169.410004,169.800003,169.583939,90956700
2022-01-19,170.000000,171.080002,165.940002,166.229996,166.018478,94815000
2022-01-20,166.979996,169.679993,164.179993,164.509995,164.300659,91420500
2022-01-21,164.419998,166.330002,162.300003,162.410004,162.203354,122848900
2022-01-24,160.020004,162.300003,154.699997,161.619995,161.414337,162294600
2022-01-25,158.979996,162.759995,157.020004,159.779999,159.576691,115798400
2022-01-26,163.500000,164.389999,157.820007,159.690002,159.486801,108275300
2022-01-27,162.449997,163.839996,158.279999,159.220001,159.017410,121954600
2022-01-28,165.710007,170.350006,162.800003,170.330002,170.113266,179935700
2022-01-31,170.160004,175.000000,169.509995,174.779999,174.557602,115541600
2022-02-01,174.009995,174.839996,172.309998,174.610001,174.387817,86213900
2022-02-02,174.750000,175.880005,173.330002,175.839996,175.616257,84914300
2022-02-03,174.479996,176.240005,172.119995,172.899994,172.679993,89418100
2022-02-04,171.679993,174.100006,170.679993,172.389999,172.389999,82465400
2022-02-07,172.860001,173.949997,170.949997,171.660004,171.660004,77251200
2022-02-08,171.729996,175.350006,171.429993,174.830002,174.830002,74829200
2022-02-09,176.050003,176.649994,174.899994,176.279999,176.279999,71285000
2022-02-10,174.139999,175.479996,171.550003,172.119995,172.119995,90865900
2022-02-11,172.330002,173.080002,168.039993,168.639999,168.639999,98670700
2022-02-14,167.369995,169.580002,166.559998,168.880005,168.880005,86185500
2022-02-15,170.970001,172.949997,170.250000,172.789993,172.789993,62527400
2022-02-16,171.850006,173.339996,170.050003,172.550003,172.550003,61177400
2022-02-17,171.029999,171.910004,168.470001,168.880005,168.880005,69589300
2022-02-18,169.820007,170.539993,166.190002,167.300003,167.300003,82772700
2022-02-22,164.979996,166.690002,162.149994,164.320007,164.320007,91162800
2022-02-23,165.539993,166.149994,159.750000,160.070007,160.070007,90009200
2022-02-24,152.580002,162.850006,152.000000,162.740005,162.740005,141147500
2022-02-25,163.839996,165.119995,160.869995,164.850006,164.850006,91974200
2022-02-28,163.059998,165.419998,162.429993,165.119995,165.119995,95056600
2022-03-01,164.699997,166.600006,161.970001,163.199997,163.199997,83474400
2022-03-02,164.389999,167.360001,162.949997,166.559998,166.559998,79724800
2022-03-03,168.470001,168.910004,165.550003,166.229996,166.229996,76678400
2022-03-04,164.490005,165.550003,162.100006,163.169998,163.169998,83737200
2022-03-07,163.360001,165.020004,159.039993,159.300003,159.300003,96418800
2022-03-08,158.820007,162.880005,155.800003,157.440002,157.440002,131148300
2022-03-09,161.479996,163.410004,159.410004,162.949997,162.949997,91454900
2022-03-10,160.199997,160.389999,155.979996,158.520004,158.520004,105342000
2022-03-11,158.929993,159.279999,154.500000,154.729996,154.729996,96970100
2022-03-14,151.449997,154.119995,150.100006,150.619995,150.619995,108732100
2022-03-15,150.899994,155.570007,150.380005,155.089996,155.089996,92964300
2022-03-16,157.050003,160.000000,154.460007,159.589996,159.589996,102300200
2022-03-17,158.610001,161.000000,157.630005,160.619995,160.619995,75615400
2022-03-18,160.509995,164.479996,159.759995,163.979996,163.979996,123511700
2022-03-21,163.509995,166.350006,163.009995,165.380005,165.380005,95811400
2022-03-22,165.509995,169.419998,164.910004,168.820007,168.820007,81532000
2022-03-23,167.990005,172.639999,167.649994,170.210007,170.210007,98062700
2022-03-24,171.059998,174.139999,170.210007,174.070007,174.070007,90131400
2022-03-25,173.880005,175.279999,172.750000,174.720001,174.720001,80546200
2022-03-28,172.169998,175.729996,172.000000,175.600006,175.600006,90371900
2022-03-29,176.690002,179.009995,176.339996,178.960007,178.960007,100589400
2022-03-30,178.550003,179.610001,176.699997,177.770004,177.770004,92633200
2022-03-31,177.839996,178.029999,174.399994,174.610001,174.610001,103049300
2022-04-01,174.029999,174.880005,171.940002,174.309998,174.309998,78699800
2022-04-04,174.570007,178.490005,174.440002,178.440002,178.440002,76468400
2022-04-05,177.500000,178.300003,174.419998,175.059998,175.059998,73401800
2022-04-06,172.360001,173.630005,170.130005,171.830002,171.830002,89058800
2022-04-07,171.160004,173.360001,169.850006,172.139999,172.139999,77594700
2022-04-08,171.779999,171.779999,169.199997,170.089996,170.089996,76515900
