Date,Open,High,Low,Close,Adj Close,Volume
2021-04-11,0.000001,0.000001,0.000001,0.000001,0.000001,15710177
2021-04-12,0.000001,0.000001,0.000001,0.000001,0.000001,12435124
2021-04-13,0.000001,0.000001,0.000001,0.000001,0.000001,12957211
2021-04-14,0.000001,0.000001,0.000001,0.000001,0.000001,11805284
2021-04-15,0.000001,0.000001,0.000001,0.000001,0.000001,8929885
2021-04-16,0.000001,0.000002,0.000001,0.000002,0.000002,10695956
2021-04-17,0.000002,0.000002,0.000001,0.000002,0.000002,17592688
2021-04-18,0.000002,0.000003,0.000002,0.000003,0.000003,23950888
2021-04-19,0.000003,0.000008,0.000003,0.000007,0.000007,68849305
2021-04-20,0.000007,0.000014,0.000006,0.000011,0.000011,144768343
2021-04-21,0.000011,0.000013,0.000002,0.000006,0.000006,173339350
2021-04-22,0.000006,0.000007,0.000004,0.000004,0.000004,191610645
2021-04-23,0.000004,0.000007,0.000004,0.000007,0.000007,84580337
2021-04-24,0.000007,0.000008,0.000006,0.000007,0.000007,68326450
2021-04-25,0.000007,0.000007,0.000005,0.000006,0.000006,73100490
2021-04-26,0.000006,0.000007,0.000005,0.000005,0.000005,38289509
2021-04-27,0.000005,0.000006,0.000004,0.000005,0.000005,49508892
2021-04-28,0.000005,0.000006,0.000005,0.000005,0.000005,25307160
2021-04-29,0.000005,0.000006,0.000004,0.000005,0.000005,30597077
2021-04-30,0.000005,0.000006,0.000005,0.000005,0.000005,28725735
2021-05-01,0.000005,0.000005,0.000004,0.000004,0.000004,90755453
2021-05-02,0.000004,0.000005,0.000004,0.000004,0.000004,64831281
2021-05-03,0.000004,0.000005,0.000004,0.000004,0.000004,51009873
2021-05-04,0.000004,0.000005,0.000004,0.000005,0.000005,37326175
2021-05-05,0.000005,0.000006,0.000004,0.000005,0.000005,66746026
2021-05-06,0.000005,0.000011,0.000005,0.000009,0.000009,175473179
2021-05-07,0.000009,0.000010,0.000006,0.000008,0.000008,174879443
2021-05-08,0.000008,0.000010,0.000008,0.000010,0.000010,157970552
2021-05-09,0.000010,0.000011,0.000008,0.000009,0.000009,136260538
2021-05-10,0.000009,0.000010,0.000007,0.000010,0.000010,199393289
2021-05-11,0.000010,0.000011,0.000008,0.000010,0.000010,172210999
2021-05-12,0.000009,0.000010,0.000008,0.000009,0.000009,123014422
2021-05-13,0.000009,0.000009,0.000007,0.000008,0.000008,152748435
2021-05-14,0.000008,0.000009,0.000008,0.000009,0.000009,36610417
