Date,Open,High,Low,Close,Adj Close,Volume
2021-10-11,292.920013,297.970001,292.750000,294.230011,293.086670,19298600
2021-10-12,295.339996,295.440002,292.350006,292.880005,291.741913,17974100
2021-10-13,294.910004,297.279999,293.489990,296.309998,295.158600,23416300
2021-10-14,299.209991,303.269989,297.829987,302.750000,301.573547,27262900
2021-10-15,302.339996,304.450012,300.519989,304.209991,303.027863,25384800
2021-10-18,303.570007,308.209991,302.690002,307.290009,306.095917,22729300
2021-10-19,308.350006,309.299988,307.220001,308.230011,307.032288,17682100
2021-10-20,309.209991,309.700012,306.109985,307.410004,306.215454,16537100
2021-10-21,307.170013,311.019989,306.359985,310.760010,309.552429,16918100
2021-10-22,310.399994,311.089996,307.799988,309.160004,307.958649,17449300
2021-10-25,309.359985,309.399994,306.459991,308.130005,306.932678,17554500
2021-10-26,311.000000,312.399994,308.600006,310.109985,308.904938,28107300
2021-10-27,316.000000,326.100006,316.000000,323.170013,321.914246,52588700
2021-10-28,324.329987,324.869995,321.359985,324.350006,323.089630,26297900
2021-10-29,324.130005,332.000000,323.899994,331.619995,330.331360,34766000
2021-11-01,331.359985,331.489990,326.369995,329.369995,328.090118,27073200
2021-11-02,330.309998,333.450012,330.000000,333.130005,331.835510,26487100
2021-11-03,333.899994,334.899994,330.649994,334.000000,332.702118,21500100
2021-11-04,332.890015,336.540009,329.510010,336.440002,335.132629,23992200
2021-11-05,338.510010,338.790009,334.420013,336.059998,334.754120,22570100
2021-11-08,337.299988,337.649994,334.440002,336.989990,335.680511,20897000
2021-11-09,337.109985,338.720001,334.529999,335.950012,334.644562,21307400
2021-11-10,334.570007,334.630005,329.920013,330.799988,329.514557,25500900
2021-11-11,331.250000,333.769989,330.510010,332.429993,331.138214,16849800
2021-11-12,333.920013,337.230011,333.790009,336.720001,335.411560,23831000
2021-11-15,337.540009,337.880005,334.029999,336.070007,334.764099,16723000
2021-11-16,335.679993,340.670013,335.510010,339.510010,338.190735,20886800
2021-11-17,338.940002,342.190002,338.000000,339.119995,338.420227,19053400
2021-11-18,338.179993,342.450012,337.119995,341.269989,340.565796,22463500
2021-11-19,342.640015,345.100006,342.200012,343.109985,342.402008,21963400
2021-11-22,344.619995,349.670013,339.549988,339.829987,339.128754,31031100
2021-11-23,337.049988,339.450012,333.559998,337.679993,336.983215,30427600
2021-11-24,336.279999,338.160004,333.910004,337.910004,337.212738,21661300
2021-11-26,334.350006,337.929993,328.119995,329.679993,328.999725,24217200
2021-11-29,334.940002,339.029999,334.739990,336.630005,335.935394,28563500
2021-11-30,335.320007,337.779999,328.989990,330.589996,329.907837,42885600
